"customer_key","customer_id","customer_name","segment","city","country","signup_date"
6204,"CUS006204","Dawn Berg","Consumer","Leeds","United Kingdom","2023-04-03"
6205,"CUS006205","Diana Russell","Small Business","Austin","USA","2024-05-25"
6206,"CUS006206","Jon Hudson","Consumer","Manchester","United Kingdom","2025-11-14"
6207,"CUS006207","Wendy Jones","Corporate","Glasgow","United Kingdom","2022-06-07"
6208,"CUS006208","Jordan Torres","Consumer","Glasgow","United Kingdom","2024-04-12"
6209,"CUS006209","William Thomas","Consumer","Paris","France","2023-08-09"
6210,"CUS006210","Eric Vincent","Online Reseller","New York","USA","2019-01-11"
6211,"CUS006211","Bonnie Ward","Small Business","Rotterdam","Netherlands","2019-08-09"
6212,"CUS006212","James Thomas","Consumer","Dublin","Ireland","2020-04-06"
6213,"CUS006213","Thomas Nelson","Corporate","Manchester","United Kingdom","2024-03-26"
6214,"CUS006214","Troy Sloan","Corporate","Nottingham","United Kingdom","2020-03-25"
6215,"CUS006215","Alice Nelson","Corporate","Manchester","United Kingdom","2024-03-08"
6216,"CUS006216","Jill Kirby","Small Business","Dublin","Ireland","2025-11-22"
6217,"CUS006217","Jamie Johnson","Corporate","Madrid","Spain","2021-12-10"
6218,"CUS006218","Jennifer Garrett","Consumer","Lyon","France","2022-12-14"
6219,"CUS006219","Danny Anderson","Online Reseller","Barcelona","Spain","2022-10-11"
6220,"CUS006220","Matthew Morrison","Consumer","Nottingham","United Kingdom","2022-01-12"
6221,"CUS006221","Justin Waller","Consumer","Lyon","France","2023-05-31"
6222,"CUS006222","Debra Cooper","Consumer","Hamburg","Germany","2021-05-26"
6223,"CUS006223","Lauren Bell","Consumer","Munich","Germany","2020-08-15"
6224,"CUS006224","Carlos Rodriguez","Consumer","Munich","Germany","2019-03-14"
6225,"CUS006225","Emma Conrad","Consumer","Rotterdam","Netherlands","2025-09-14"
6226,"CUS006226","Sarah Jackson","Consumer","Leeds","United Kingdom","2024-08-16"
6227,"CUS006227","Stanley Holder","Consumer","Leeds","United Kingdom","2020-09-28"
6228,"CUS006228","Morgan Lang","Small Business","Austin","USA","2021-12-11"
6229,"CUS006229","Dawn Hawkins","Small Business","Berlin","Germany","2023-08-09"
6230,"CUS006230","Susan Palmer","Corporate","London","United Kingdom","2022-05-21"
6231,"CUS006231","Daniel Gray","Consumer","Manchester","United Kingdom","2020-02-21"
6232,"CUS006232","Adam Fox","Corporate","Glasgow","United Kingdom","2023-12-27"
6233,"CUS006233","David Dixon","Consumer","Paris","France","2024-07-11"
6234,"CUS006234","Robert Grant","Corporate","Lyon","France","2021-10-02"
6235,"CUS006235","Justin Armstrong","Corporate","Madrid","Spain","2022-08-01"
6236,"CUS006236","Manuel Bradley Jr.","Consumer","Berlin","Germany","2021-06-06"
6237,"CUS006237","Anthony Duncan","Consumer","Cork","Ireland","2023-07-07"
6238,"CUS006238","Kendra Colon","Consumer","Leeds","United Kingdom","2025-10-28"
6239,"CUS006239","Vanessa Long","Consumer","New York","USA","2024-02-28"
6240,"CUS006240","Lori Bass","Consumer","Bristol","United Kingdom","2019-06-11"
6241,"CUS006241","Veronica Ramirez","Corporate","Chicago","USA","2023-04-19"
6242,"CUS006242","Jeffrey Cole","Corporate","Cork","Ireland","2024-06-25"
6243,"CUS006243","Kathy Wilson","Corporate","Hamburg","Germany","2024-12-06"
6244,"CUS006244","Kelsey Flores","Consumer","Bristol","United Kingdom","2020-10-01"
6245,"CUS006245","Charles Foley","Consumer","Glasgow","United Kingdom","2021-08-26"
6246,"CUS006246","Zachary Gonzalez","Consumer","Lyon","France","2021-10-20"
6247,"CUS006247","Melissa Newton","Small Business","London","United Kingdom","2024-06-16"
6248,"CUS006248","Heather Murphy","Small Business","Barcelona","Spain","2022-12-29"
6249,"CUS006249","Pam Smith","Consumer","Lyon","France","2019-08-25"
6250,"CUS006250","Joshua Bennett","Consumer","Dublin","Ireland","2021-05-28"
6251,"CUS006251","Natasha Mcknight","Online Reseller","Nottingham","United Kingdom","2021-08-02"
6252,"CUS006252","Kirk Salazar","Small Business","New York","USA","2025-11-12"
6253,"CUS006253","Joseph Tate","Consumer","Manchester","United Kingdom","2025-10-08"
6254,"CUS006254","Ann King","Consumer","Cork","Ireland","2022-06-22"
6255,"CUS006255","Aaron Riley","Consumer","Madrid","Spain","2021-07-10"
6256,"CUS006256","Anna Bradley","Small Business","Bristol","United Kingdom","2025-05-14"
6257,"CUS006257","Brittany Young","Small Business","Glasgow","United Kingdom","2019-09-14"
6258,"CUS006258","Christina Bryant","Consumer","Barcelona","Spain","2019-04-02"
6259,"CUS006259","Megan Landry","Small Business","Glasgow","United Kingdom","2019-02-15"
6260,"CUS006260","Julia Moran","Corporate","Lyon","France","2021-07-24"
6261,"CUS006261","Adam Pope","Consumer","Austin","USA","2023-02-03"
6262,"CUS006262","Joshua Kirby","Consumer","Berlin","Germany","2019-04-14"
6263,"CUS006263","Scott Browning","Consumer","Cork","Ireland","2023-08-28"
6264,"CUS006264","Zachary Price","Consumer","Bristol","United Kingdom","2025-08-18"
6265,"CUS006265","Alexander Carlson","Consumer","Madrid","Spain","2024-09-05"
6266,"CUS006266","Leah Ramirez","Consumer","Rotterdam","Netherlands","2025-07-17"
6267,"CUS006267","Jeffrey Zamora","Consumer","Glasgow","United Kingdom","2020-06-10"
6268,"CUS006268","Dana Griffin","Consumer","Madrid","Spain","2020-11-12"
6269,"CUS006269","Kelly Miller","Small Business","London","United Kingdom","2019-12-05"
6270,"CUS006270","Larry Brewer","Small Business","Barcelona","Spain","2025-02-16"
6271,"CUS006271","Erin Thomas","Small Business","Berlin","Germany","2022-06-07"
6272,"CUS006272","Renee Hernandez","Small Business","Glasgow","United Kingdom","2024-01-24"
6273,"CUS006273","Mark Ballard","Consumer","Barcelona","Spain","2023-03-05"
6274,"CUS006274","Andrea Harris","Consumer","Paris","France","2022-07-22"
6275,"CUS006275","Diamond Jenkins","Consumer","Nottingham","United Kingdom","2020-02-04"
6276,"CUS006276","James Andrews","Consumer","Austin","USA","2022-11-04"
6277,"CUS006277","Diane Zamora","Small Business","Leeds","United Kingdom","2021-02-07"
6278,"CUS006278","Jared Alexander","Corporate","Dublin","Ireland","2020-08-14"
6279,"CUS006279","Anna Pierce","Small Business","Birmingham","United Kingdom","2025-01-20"
6280,"CUS006280","Mathew Smith","Consumer","Birmingham","United Kingdom","2023-10-23"
6281,"CUS006281","Randy Kent","Consumer","Dublin","Ireland","2022-02-18"
6282,"CUS006282","Brittany Taylor","Consumer","Amsterdam","Netherlands","2020-07-05"
6283,"CUS006283","Jeremy Nielsen","Consumer","Nottingham","United Kingdom","2024-11-09"
6284,"CUS006284","Aaron Woodward","Consumer","London","United Kingdom","2019-09-02"
6285,"CUS006285","Andrew Reed","Consumer","Amsterdam","Netherlands","2020-11-23"
6286,"CUS006286","Kathleen Barker","Consumer","Munich","Germany","2019-01-07"
6287,"CUS006287","Julie Clarke","Small Business","Cork","Ireland","2024-04-03"
6288,"CUS006288","Wesley Jenkins","Corporate","Madrid","Spain","2019-02-13"
6289,"CUS006289","Timothy Cooper","Consumer","Barcelona","Spain","2025-02-04"
6290,"CUS006290","Adam Miller","Consumer","Leeds","United Kingdom","2025-10-08"
6291,"CUS006291","Wendy Castro","Consumer","Leeds","United Kingdom","2024-05-31"
6292,"CUS006292","Michael Rodriguez","Corporate","Paris","France","2021-01-29"
6293,"CUS006293","Jason Jones","Consumer","Barcelona","Spain","2022-02-28"
6294,"CUS006294","Mark Murphy","Consumer","Hamburg","Germany","2019-07-22"
6295,"CUS006295","Donna Cline","Consumer","Paris","France","2025-06-10"
6296,"CUS006296","Stephen Brown","Small Business","London","United Kingdom","2020-10-24"
6297,"CUS006297","Colleen Baker","Corporate","Manchester","United Kingdom","2023-06-29"
6298,"CUS006298","Anthony Anderson","Consumer","Leeds","United Kingdom","2020-03-23"
6299,"CUS006299","Charles Miller","Consumer","Berlin","Germany","2022-08-15"
6300,"CUS006300","Shawn Solomon","Small Business","Austin","USA","2025-10-31"
6301,"CUS006301","Stuart Bradley","Small Business","Lyon","France","2021-10-21"
6302,"CUS006302","Lori Jones MD","Consumer","Austin","USA","2025-05-01"
6303,"CUS006303","Tanner Potts","Corporate","Chicago","USA","2021-07-28"
6304,"CUS006304","Alexandra Moss","Small Business","Manchester","United Kingdom","2020-04-13"
6305,"CUS006305","Frederick Sosa","Corporate","Lyon","France","2020-05-20"
6306,"CUS006306","Monica Beltran","Small Business","Hamburg","Germany","2025-04-07"
6307,"CUS006307","James Williams","Consumer","Berlin","Germany","2025-02-09"
6308,"CUS006308","Mary English","Consumer","Leeds","United Kingdom","2019-02-14"
6309,"CUS006309","Jennifer Robinson","Consumer","Dublin","Ireland","2022-09-22"
6310,"CUS006310","Janet Burch","Corporate","Madrid","Spain","2023-06-19"
6311,"CUS006311","Brandon Young","Online Reseller","Chicago","USA","2023-07-03"
6312,"CUS006312","Nathan Lindsey","Consumer","New York","USA","2023-10-01"
6313,"CUS006313","Dr. Ellen Bruce","Corporate","Berlin","Germany","2024-09-20"
6314,"CUS006314","Gregory Woodward","Consumer","Cork","Ireland","2020-08-02"
6315,"CUS006315","Zachary Nichols","Consumer","Amsterdam","Netherlands","2023-02-16"
6316,"CUS006316","Evan Garcia","Small Business","Hamburg","Germany","2021-02-25"
6317,"CUS006317","Samantha Barnett","Consumer","Paris","France","2023-01-23"
6318,"CUS006318","Jesse Smith","Consumer","Glasgow","United Kingdom","2019-12-12"
6319,"CUS006319","Jason Lamb","Small Business","Cork","Ireland","2023-03-26"
6320,"CUS006320","Tara Logan","Corporate","Hamburg","Germany","2020-05-15"
6321,"CUS006321","Savannah Hill","Corporate","London","United Kingdom","2022-05-31"
6322,"CUS006322","Timothy Suarez","Small Business","Glasgow","United Kingdom","2020-09-08"
6323,"CUS006323","Jennifer Gardner","Consumer","Madrid","Spain","2025-05-29"
6324,"CUS006324","Sarah Tyler","Online Reseller","Birmingham","United Kingdom","2025-07-15"
6325,"CUS006325","John Miller","Online Reseller","Paris","France","2022-10-20"
6326,"CUS006326","Anthony Clark","Consumer","Austin","USA","2024-07-11"
6327,"CUS006327","Jason Cantu","Small Business","Madrid","Spain","2019-04-20"
6328,"CUS006328","Elizabeth Cunningham","Consumer","Manchester","United Kingdom","2024-01-25"
6329,"CUS006329","Valerie Martinez MD","Consumer","Barcelona","Spain","2021-11-04"
6330,"CUS006330","Daniel Brown","Consumer","Barcelona","Spain","2020-01-17"
6331,"CUS006331","Sherry Molina","Consumer","Barcelona","Spain","2021-08-07"
6332,"CUS006332","Theresa Hernandez","Corporate","Austin","USA","2022-08-06"
6333,"CUS006333","Mark Bridges","Consumer","Leeds","United Kingdom","2021-11-26"
6334,"CUS006334","Nicole Martin","Consumer","Birmingham","United Kingdom","2023-07-12"
6335,"CUS006335","Richard Smith","Small Business","Cork","Ireland","2019-02-08"
6336,"CUS006336","Michael Owen","Consumer","London","United Kingdom","2025-08-01"
6337,"CUS006337","Anita Martinez","Corporate","Chicago","USA","2021-08-13"
6338,"CUS006338","Lisa Schroeder","Small Business","Rotterdam","Netherlands","2019-07-02"
6339,"CUS006339","Angela Thomas","Consumer","London","United Kingdom","2023-09-18"
6340,"CUS006340","Scott Patterson","Corporate","Austin","USA","2022-09-27"
6341,"CUS006341","George Willis","Small Business","Barcelona","Spain","2021-12-17"
6342,"CUS006342","Shannon Shaw","Consumer","Barcelona","Spain","2019-01-02"
6343,"CUS006343","Austin Black","Small Business","Manchester","United Kingdom","2019-06-26"
6344,"CUS006344","Jennifer Johnson","Small Business","Hamburg","Germany","2023-12-03"
6345,"CUS006345","David Schroeder","Small Business","New York","USA","2025-01-26"
6346,"CUS006346","Brett Garcia","Consumer","Manchester","United Kingdom","2022-10-28"
6347,"CUS006347","Brandon Ochoa","Consumer","Amsterdam","Netherlands","2024-02-07"
6348,"CUS006348","Craig Brady","Small Business","Hamburg","Germany","2023-01-14"
6349,"CUS006349","Nicholas Wright","Small Business","Austin","USA","2024-05-09"
6350,"CUS006350","Michael Williams","Consumer","Nottingham","United Kingdom","2019-07-29"
6351,"CUS006351","Tiffany Coleman","Consumer","Cork","Ireland","2024-01-16"
6352,"CUS006352","Cynthia Thomas","Corporate","Bristol","United Kingdom","2023-09-10"
6353,"CUS006353","Maria Wagner","Consumer","London","United Kingdom","2024-02-11"
6354,"CUS006354","Anthony Martin","Corporate","Leeds","United Kingdom","2021-05-10"
6355,"CUS006355","Mrs. Linda Pierce DDS","Consumer","Manchester","United Kingdom","2019-04-12"
6356,"CUS006356","Tina Miller","Consumer","Austin","USA","2024-09-09"
6357,"CUS006357","Amanda Smith","Consumer","Bristol","United Kingdom","2022-11-29"
6358,"CUS006358","Timothy Li","Small Business","New York","USA","2023-04-02"
6359,"CUS006359","Paul Crawford","Corporate","Austin","USA","2023-07-29"
6360,"CUS006360","Rodney Gill","Consumer","Birmingham","United Kingdom","2023-08-06"
6361,"CUS006361","Amber Curry","Consumer","Chicago","USA","2023-12-19"
6362,"CUS006362","Nina Henson","Consumer","Rotterdam","Netherlands","2023-03-15"
6363,"CUS006363","William Kelly","Corporate","Dublin","Ireland","2023-07-23"
6364,"CUS006364","Vanessa Ewing","Consumer","London","United Kingdom","2025-08-10"
6365,"CUS006365","Deanna Perkins","Small Business","Bristol","United Kingdom","2023-12-24"
6366,"CUS006366","William Owens","Consumer","Glasgow","United Kingdom","2023-11-29"
6367,"CUS006367","Sharon Morse","Consumer","Chicago","USA","2025-03-18"
6368,"CUS006368","Angela Mullen","Consumer","Berlin","Germany","2019-05-14"
6369,"CUS006369","George Martin","Small Business","Bristol","United Kingdom","2022-03-23"
6370,"CUS006370","John Jackson","Consumer","London","United Kingdom","2021-09-17"
6371,"CUS006371","Sharon Wallace","Consumer","London","United Kingdom","2025-08-11"
6372,"CUS006372","Kaitlyn Chan","Consumer","Barcelona","Spain","2019-04-03"
6373,"CUS006373","Amy Perez","Small Business","Austin","USA","2023-03-28"
6374,"CUS006374","Jason Simmons","Corporate","Munich","Germany","2019-01-10"
6375,"CUS006375","Kayla Maxwell","Corporate","Manchester","United Kingdom","2021-02-20"
6376,"CUS006376","Ruben Anderson","Small Business","Birmingham","United Kingdom","2022-08-16"
6377,"CUS006377","Kyle Chang","Consumer","Austin","USA","2020-07-13"
6378,"CUS006378","Janet Castillo","Consumer","Dublin","Ireland","2019-07-18"
6379,"CUS006379","Kimberly Washington","Small Business","Leeds","United Kingdom","2021-12-21"
6380,"CUS006380","Amanda Johns","Corporate","Glasgow","United Kingdom","2022-03-22"
6381,"CUS006381","Ashley Leach","Consumer","Munich","Germany","2020-04-21"
6382,"CUS006382","Dustin Smith","Consumer","Madrid","Spain","2023-01-23"
6383,"CUS006383","Kimberly Mueller","Small Business","Manchester","United Kingdom","2024-12-08"
6384,"CUS006384","Wesley Johnson","Consumer","Chicago","USA","2023-12-24"
6385,"CUS006385","David Parrish","Online Reseller","Manchester","United Kingdom","2023-02-04"
6386,"CUS006386","Randy Lewis","Consumer","Nottingham","United Kingdom","2023-10-04"
6387,"CUS006387","Cody Cordova","Online Reseller","Hamburg","Germany","2025-02-07"
6388,"CUS006388","Kevin Clarke","Consumer","Bristol","United Kingdom","2021-07-25"
6389,"CUS006389","Michael Reyes","Consumer","New York","USA","2021-10-17"
6390,"CUS006390","Jesus Ross","Consumer","Rotterdam","Netherlands","2020-01-17"
6391,"CUS006391","James Ramos","Small Business","Hamburg","Germany","2025-04-13"
6392,"CUS006392","Andrea Harvey","Small Business","Leeds","United Kingdom","2025-08-21"
6393,"CUS006393","Kenneth Haas","Consumer","Austin","USA","2024-04-17"
6394,"CUS006394","Melissa Ayers","Consumer","Munich","Germany","2024-10-28"
6395,"CUS006395","Ann Brown","Consumer","Dublin","Ireland","2020-10-07"
6396,"CUS006396","Jason Evans","Consumer","Austin","USA","2023-08-02"
6397,"CUS006397","Benjamin Castillo","Consumer","Glasgow","United Kingdom","2025-06-23"
6398,"CUS006398","Craig Williams","Consumer","Manchester","United Kingdom","2019-02-04"
6399,"CUS006399","Robin Mills","Consumer","Glasgow","United Kingdom","2025-03-30"
6400,"CUS006400","Richard Campbell","Consumer","Cork","Ireland","2022-08-20"
6401,"CUS006401","Paul Rodriguez","Consumer","Nottingham","United Kingdom","2024-06-20"
6402,"CUS006402","Courtney Taylor","Consumer","Bristol","United Kingdom","2019-03-28"
6403,"CUS006403","Eileen Jones","Corporate","London","United Kingdom","2019-01-15"
6404,"CUS006404","Eric Rodriguez","Consumer","Leeds","United Kingdom","2023-02-10"
6405,"CUS006405","Robert Jones","Consumer","Madrid","Spain","2024-12-10"
6406,"CUS006406","Scott Williams","Corporate","Dublin","Ireland","2019-10-07"
6407,"CUS006407","Thomas Bennett","Consumer","Manchester","United Kingdom","2020-06-23"
6408,"CUS006408","Pamela Klein","Corporate","Rotterdam","Netherlands","2019-03-15"
6409,"CUS006409","Melissa Powell PhD","Consumer","Chicago","USA","2025-05-28"
6410,"CUS006410","Sean Mendez","Consumer","Manchester","United Kingdom","2019-07-28"
6411,"CUS006411","Eric Davis","Consumer","Bristol","United Kingdom","2024-05-25"
6412,"CUS006412","Alan Wilson","Consumer","Munich","Germany","2025-02-01"
6413,"CUS006413","Susan Fisher","Consumer","Madrid","Spain","2025-06-04"
6414,"CUS006414","Brittney Wagner","Consumer","Barcelona","Spain","2021-09-01"
6415,"CUS006415","Rachel Foley","Consumer","Paris","France","2019-02-12"
6416,"CUS006416","John Arnold","Consumer","Glasgow","United Kingdom","2021-11-29"
6417,"CUS006417","Phillip Lin","Consumer","Birmingham","United Kingdom","2020-07-05"
6418,"CUS006418","Randy Bullock","Consumer","Nottingham","United Kingdom","2024-12-17"
6419,"CUS006419","Erin Garcia","Consumer","Bristol","United Kingdom","2024-02-29"
6420,"CUS006420","Jacob Hart","Consumer","Manchester","United Kingdom","2020-03-13"
6421,"CUS006421","Gloria Green","Corporate","Munich","Germany","2024-06-02"
6422,"CUS006422","Todd Williams","Corporate","Paris","France","2022-12-06"
6423,"CUS006423","Linda Martin","Consumer","London","United Kingdom","2025-04-22"
6424,"CUS006424","Alicia Phillips","Corporate","Bristol","United Kingdom","2020-06-01"
6425,"CUS006425","Peter Kirby","Consumer","Bristol","United Kingdom","2025-05-03"
6426,"CUS006426","Douglas Mejia","Small Business","Nottingham","United Kingdom","2025-06-14"
6427,"CUS006427","Andrew Brown","Small Business","Paris","France","2025-07-26"
6428,"CUS006428","Joe Brown","Corporate","London","United Kingdom","2020-02-27"
6429,"CUS006429","Barbara Cruz","Small Business","Bristol","United Kingdom","2022-08-14"
6430,"CUS006430","Matthew Schmidt","Consumer","New York","USA","2021-05-14"
6431,"CUS006431","Crystal Beck","Consumer","Austin","USA","2022-03-02"
6432,"CUS006432","Brent Stewart","Small Business","Berlin","Germany","2024-03-26"
6433,"CUS006433","Kerri Parsons","Consumer","Leeds","United Kingdom","2020-03-29"
6434,"CUS006434","Elizabeth Jones","Small Business","Barcelona","Spain","2022-05-09"
6435,"CUS006435","Ryan Thornton","Small Business","Munich","Germany","2025-07-15"
6436,"CUS006436","Janet Martin","Consumer","Leeds","United Kingdom","2025-09-28"
6437,"CUS006437","David Walton","Consumer","Birmingham","United Kingdom","2019-10-15"
6438,"CUS006438","Jennifer Hernandez","Corporate","Bristol","United Kingdom","2024-04-08"
6439,"CUS006439","Justin Bass","Small Business","New York","USA","2023-11-14"
6440,"CUS006440","Joan Patterson MD","Consumer","Lyon","France","2021-11-22"
6441,"CUS006441","Steven Vega","Consumer","Bristol","United Kingdom","2022-11-04"
6442,"CUS006442","Tracy Heath","Consumer","Rotterdam","Netherlands","2020-11-05"
6443,"CUS006443","Terri Clark","Consumer","Munich","Germany","2020-03-27"
6444,"CUS006444","Tammie Alvarez","Small Business","Leeds","United Kingdom","2022-06-13"
6445,"CUS006445","Heather Martinez","Small Business","Birmingham","United Kingdom","2019-06-26"
6446,"CUS006446","Jessica Gordon","Small Business","Amsterdam","Netherlands","2021-07-16"
6447,"CUS006447","Anthony Huang","Corporate","Birmingham","United Kingdom","2022-04-30"
6448,"CUS006448","Rebecca Holmes","Corporate","Leeds","United Kingdom","2023-09-12"
6449,"CUS006449","Wendy Garza","Corporate","Madrid","Spain","2025-05-13"
6450,"CUS006450","Anthony Cook","Consumer","Birmingham","United Kingdom","2022-12-22"
6451,"CUS006451","David Smith","Consumer","Cork","Ireland","2022-03-25"
6452,"CUS006452","Melissa Acevedo","Consumer","Rotterdam","Netherlands","2020-07-20"
6453,"CUS006453","Brianna Gonzalez","Corporate","Manchester","United Kingdom","2019-05-16"
6454,"CUS006454","Bradley Conway","Corporate","Glasgow","United Kingdom","2019-08-06"
6455,"CUS006455","Joanna Lynn","Corporate","Berlin","Germany","2022-01-04"
6456,"CUS006456","Emily Maldonado","Small Business","Madrid","Spain","2022-09-22"
6457,"CUS006457","Jennifer Brown","Consumer","London","United Kingdom","2020-04-10"
6458,"CUS006458","Kurt Ford","Small Business","New York","USA","2023-06-11"
6459,"CUS006459","Hailey Moore","Consumer","Nottingham","United Kingdom","2022-09-06"
6460,"CUS006460","Laurie Huffman","Consumer","Glasgow","United Kingdom","2019-02-17"
6461,"CUS006461","Richard Green","Consumer","Lyon","France","2025-11-05"
6462,"CUS006462","Karen Dalton","Online Reseller","New York","USA","2025-11-06"
6463,"CUS006463","Bianca Chandler","Consumer","Cork","Ireland","2022-06-08"
6464,"CUS006464","Michael Thompson","Consumer","Birmingham","United Kingdom","2021-09-19"
6465,"CUS006465","Karen Rodriguez","Corporate","Rotterdam","Netherlands","2023-08-29"
6466,"CUS006466","John Watson","Small Business","Barcelona","Spain","2019-12-04"
6467,"CUS006467","Jessica Martinez","Small Business","Madrid","Spain","2019-03-23"
6468,"CUS006468","Jay Brown IV","Consumer","New York","USA","2020-10-31"
6469,"CUS006469","Kimberly Wilson","Corporate","Chicago","USA","2021-08-25"
6470,"CUS006470","Juan Ray","Consumer","Nottingham","United Kingdom","2021-04-10"
6471,"CUS006471","James Case","Consumer","Birmingham","United Kingdom","2019-06-05"
6472,"CUS006472","Tina Smith","Consumer","Paris","France","2024-01-31"
6473,"CUS006473","Renee Lopez","Small Business","Glasgow","United Kingdom","2022-06-30"
6474,"CUS006474","Nicole Cooley","Consumer","Leeds","United Kingdom","2021-10-18"
6475,"CUS006475","Dr. Alexis Shea","Consumer","Rotterdam","Netherlands","2019-08-04"
6476,"CUS006476","Cathy Sanders","Consumer","Chicago","USA","2021-10-15"
6477,"CUS006477","Billy Henderson Jr.","Consumer","Birmingham","United Kingdom","2020-08-11"
6478,"CUS006478","John Eaton","Consumer","Austin","USA","2023-11-09"
6479,"CUS006479","Daniel Cuevas","Small Business","Manchester","United Kingdom","2022-01-01"
6480,"CUS006480","Cory Eaton","Corporate","Madrid","Spain","2022-06-06"
6481,"CUS006481","Grant Smith","Corporate","Barcelona","Spain","2022-02-09"
6482,"CUS006482","Kevin Clark","Corporate","London","United Kingdom","2025-08-13"
6483,"CUS006483","Jimmy King","Consumer","Rotterdam","Netherlands","2024-04-04"
6484,"CUS006484","Kenneth Farrell","Consumer","Berlin","Germany","2021-03-22"
6485,"CUS006485","Jessica Hart","Small Business","Glasgow","United Kingdom","2020-02-08"
6486,"CUS006486","Jessica Allen","Consumer","Amsterdam","Netherlands","2024-05-25"
6487,"CUS006487","Kimberly Rubio","Consumer","Manchester","United Kingdom","2021-05-02"
6488,"CUS006488","James Spears","Consumer","London","United Kingdom","2020-02-20"
6489,"CUS006489","Christopher Bailey","Consumer","Amsterdam","Netherlands","2024-05-02"
6490,"CUS006490","Sabrina Pierce","Corporate","Madrid","Spain","2025-01-15"
6491,"CUS006491","Larry Rojas","Small Business","Bristol","United Kingdom","2020-10-06"
6492,"CUS006492","Joel Moore","Consumer","London","United Kingdom","2022-08-20"
6493,"CUS006493","Catherine Callahan","Consumer","Barcelona","Spain","2021-10-15"
6494,"CUS006494","Kenneth Short","Consumer","Chicago","USA","2019-04-27"
6495,"CUS006495","Matthew Evans","Consumer","Dublin","Ireland","2022-12-31"
6496,"CUS006496","Ruth Brown","Consumer","Glasgow","United Kingdom","2025-08-04"
6497,"CUS006497","Michelle Chavez","Corporate","Barcelona","Spain","2019-08-03"
6498,"CUS006498","Samantha Chavez","Small Business","London","United Kingdom","2022-05-10"
6499,"CUS006499","Matthew Kelly","Consumer","Barcelona","Spain","2019-11-19"
6500,"CUS006500","John Hanson","Consumer","Berlin","Germany","2023-03-05"
6501,"CUS006501","Jacqueline Chavez","Consumer","Amsterdam","Netherlands","2024-09-22"
6502,"CUS006502","Scott Graham","Online Reseller","New York","USA","2024-10-18"
6503,"CUS006503","Jennifer Simpson","Small Business","Nottingham","United Kingdom","2022-11-15"
6504,"CUS006504","Jason Pitts","Corporate","Barcelona","Spain","2021-07-03"
6505,"CUS006505","Joshua Ortega","Corporate","Chicago","USA","2021-11-06"
6506,"CUS006506","Krystal Kirby","Corporate","Madrid","Spain","2024-04-10"
6507,"CUS006507","Anthony Lopez","Consumer","Bristol","United Kingdom","2022-07-10"
6508,"CUS006508","Jacob Bryan","Small Business","Nottingham","United Kingdom","2023-05-26"
6509,"CUS006509","Robert Harvey","Consumer","London","United Kingdom","2024-10-10"
6510,"CUS006510","Joshua Sloan","Online Reseller","Paris","France","2023-08-05"
6511,"CUS006511","Carrie Moore","Small Business","Glasgow","United Kingdom","2020-05-07"
6512,"CUS006512","Danielle Thompson","Small Business","New York","USA","2019-11-01"
6513,"CUS006513","Dana Jones","Small Business","Lyon","France","2023-11-07"
6514,"CUS006514","James Pearson","Consumer","London","United Kingdom","2019-01-04"
6515,"CUS006515","Scott Brown","Consumer","Dublin","Ireland","2022-03-30"
6516,"CUS006516","Monica Hays","Corporate","Manchester","United Kingdom","2023-04-28"
6517,"CUS006517","Robert Vega","Corporate","Cork","Ireland","2023-09-17"
6518,"CUS006518","Scott Carpenter","Small Business","Munich","Germany","2022-06-07"
6519,"CUS006519","Rhonda Mitchell","Corporate","London","United Kingdom","2023-09-27"
6520,"CUS006520","Loretta Fischer","Consumer","Birmingham","United Kingdom","2025-08-25"
6521,"CUS006521","Shaun Phillips","Consumer","Nottingham","United Kingdom","2022-03-11"
6522,"CUS006522","Thomas Vargas","Corporate","Chicago","USA","2019-07-25"
6523,"CUS006523","Robert Johnson","Consumer","Austin","USA","2024-10-04"
6524,"CUS006524","Natalie Cooke","Consumer","Dublin","Ireland","2021-04-28"
6525,"CUS006525","Cameron Church","Online Reseller","Glasgow","United Kingdom","2023-05-20"
6526,"CUS006526","Devin Martin","Online Reseller","Lyon","France","2025-03-22"
6527,"CUS006527","Jill Cook","Online Reseller","Cork","Ireland","2024-04-21"
6528,"CUS006528","Emily Baxter","Consumer","Lyon","France","2022-12-17"
6529,"CUS006529","Brandi Brown","Online Reseller","Madrid","Spain","2019-05-25"
6530,"CUS006530","Walter Morales","Consumer","Lyon","France","2023-06-28"
6531,"CUS006531","Joe Chapman","Small Business","Austin","USA","2023-04-07"
6532,"CUS006532","Austin Smith","Consumer","Dublin","Ireland","2020-10-01"
6533,"CUS006533","Reginald Adams","Small Business","New York","USA","2025-03-19"
6534,"CUS006534","Dale West","Online Reseller","Bristol","United Kingdom","2022-04-04"
6535,"CUS006535","Rebecca Willis","Consumer","Bristol","United Kingdom","2021-05-13"
6536,"CUS006536","Jeremy Warner","Consumer","Manchester","United Kingdom","2024-10-13"
6537,"CUS006537","Jaime Sharp","Corporate","Bristol","United Kingdom","2019-04-28"
6538,"CUS006538","Jeff Sampson","Consumer","Madrid","Spain","2023-06-28"
6539,"CUS006539","Chris Farrell","Small Business","Hamburg","Germany","2025-07-20"
6540,"CUS006540","Jennifer Reyes","Consumer","Hamburg","Germany","2021-11-11"
